"state","s_fips","county","c_fips","happening","happening_oppose"
"PENNSYLVANIA",42,"MIFFLIN COUNTY",87,63.685,17.027
"SOUTH CAROLINA",45,"UNION COUNTY",87,65.92,12.684
"SOUTH DAKOTA",46,"MCCOOK COUNTY",87,64.315,16.619
"TENNESSEE",47,"JACKSON COUNTY",87,57.474,19.702
"TEXAS",48,"COLLINGSWORTH COUNTY",87,60.106,19.04
"ARKANSAS",5,"MADISON COUNTY",87,62.471,17.72
"VIRGINIA",51,"HENRICO COUNTY",87,69.69,11.405
"WEST VIRGINIA",54,"ROANE COUNTY",87,61.516,17.642
"WISCONSIN",55,"OUTAGAMIE COUNTY",87,63.478,15.329
"CALIFORNIA",6,"SANTA CRUZ COUNTY",87,82.674,7.158
"COLORADO",8,"MORGAN COUNTY",87,64.131,13.874
"ALABAMA",1,"MADISON COUNTY",89,65.669,14.194
"FLORIDA",12,"NASSAU COUNTY",89,66.506,16.938
"GEORGIA",13,"DEKALB COUNTY",89,84.489,5.802
"ILLINOIS",17,"KANE COUNTY",89,72.574,11.643
"INDIANA",18,"LAKE COUNTY",89,70.483,11.179
"IOWA",19,"HOWARD COUNTY",89,65.723,15.116
"KANSAS",20,"JEWELL COUNTY",89,59.271,20.845
"KENTUCKY",21,"GREENUP COUNTY",89,60.71,19.107
"LOUISIANA",22,"ST. CHARLES PARISH",89,61.933,15.668
"MICHIGAN",26,"LEELANAU COUNTY",89,72.746,12.165
"MINNESOTA",27,"MARSHALL COUNTY",89,63.283,16.833
"MISSISSIPPI",28,"MADISON COUNTY",89,67.121,12.3
"MISSOURI",29,"HOWARD COUNTY",89,65.306,15.691
"MONTANA",30,"SANDERS COUNTY",89,66.413,16.008
"NEBRASKA",31,"HOLT COUNTY",89,61.188,19.55
"NEW YORK",36,"ST. LAWRENCE COUNTY",89,70.412,12.268
"NORTH CAROLINA",37,"HENDERSON COUNTY",89,63.884,16.023
"NORTH DAKOTA",38,"STARK COUNTY",89,59.389,20.005
"OHIO",39,"LICKING COUNTY",89,65.005,14.931
"OKLAHOMA",40,"MCCURTAIN COUNTY",89,60.559,19.18
"PENNSYLVANIA",42,"MONROE COUNTY",89,73.472,10.368
"SOUTH CAROLINA",45,"WILLIAMSBURG COUNTY",89,71.789,7.038
"SOUTH DAKOTA",46,"MCPHERSON COUNTY",89,63.019,17.288
"TENNESSEE",47,"JEFFERSON COUNTY",89,61.708,17.646
"TEXAS",48,"COLORADO COUNTY",89,64.082,16.398
"ARKANSAS",5,"MARION COUNTY",89,61.206,19.35
"VIRGINIA",51,"HENRY COUNTY",89,63.554,15.844
"WEST VIRGINIA",54,"SUMMERS COUNTY",89,61.803,17.603
"WISCONSIN",55,"OZAUKEE COUNTY",89,66.272,15.297
"CALIFORNIA",6,"SHASTA COUNTY",89,66.669,16.118
"COLORADO",8,"OTERO COUNTY",89,67.177,13.68
"ALABAMA",1,"BLOUNT COUNTY",9,52.372,23.976
"FLORIDA",12,"BREVARD COUNTY",9,71.886,12.134
"GEORGIA",13,"BALDWIN COUNTY",9,65.365,10.912
"HAWAII",15,"MAUI COUNTY",9,78.639,8.089
"IDAHO",16,"BENEWAH COUNTY",9,59.488,20.696
"ILLINOIS",17,"BROWN COUNTY",9,62.831,16.093
"INDIANA",18,"BLACKFORD COUNTY",9,60.634,19.174
"IOWA",19,"AUDUBON COUNTY",9,64.237,16.403
"KANSAS",20,"BARTON COUNTY",9,61.349,17.943
"KENTUCKY",21,"BARREN COUNTY",9,64.022,16.345
"LOUISIANA",22,"AVOYELLES PARISH",9,62.504,15.279
"MAINE",23,"HANCOCK COUNTY",9,74.025,10.495
"MARYLAND",24,"CALVERT COUNTY",9,68.923,12.992
"MASSACHUSETTS",25,"ESSEX COUNTY",9,74.936,9.879
"MICHIGAN",26,"ANTRIM COUNTY",9,67.665,15.031
"MINNESOTA",27,"BENTON COUNTY",9,66.185,15.975
"MISSISSIPPI",28,"BENTON COUNTY",9,60.152,13.45
"MISSOURI",29,"BARRY COUNTY",9,60.028,18.582
"MONTANA",30,"CARBON COUNTY",9,69.448,14.379
"NEBRASKA",31,"BLAINE COUNTY",9,64.554,17.737
"NEVADA",32,"ESMERALDA COUNTY",9,64.808,16.351
"NEW HAMPSHIRE",33,"GRAFTON COUNTY",9,73.454,10.278
"NEW JERSEY",34,"CAPE MAY COUNTY",9,68.71,13.531
"NEW MEXICO",35,"CURRY COUNTY",9,64.438,16.347
"NEW YORK",36,"CATTARAUGUS COUNTY",9,64.891,15.02
"NORTH CAROLINA",37,"ASHE COUNTY",9,64.038,17.399
"NORTH DAKOTA",38,"BOTTINEAU COUNTY",9,62.856,18.124
"OHIO",39,"ATHENS COUNTY",9,75.137,10.389
"ARIZONA",4,"GRAHAM COUNTY",9,66.466,15.686
"OKLAHOMA",40,"BECKHAM COUNTY",9,58.46,21.744
"OREGON",41,"COLUMBIA COUNTY",9,67.184,14.842
"PENNSYLVANIA",42,"BEDFORD COUNTY",9,55.709,20.965
"RHODE ISLAND",44,"WASHINGTON COUNTY",9,73.638,11.899
"SOUTH CAROLINA",45,"BAMBERG COUNTY",9,71.606,7.131
"SOUTH DAKOTA",46,"BON HOMME COUNTY",9,65.059,16.185
"TENNESSEE",47,"BLOUNT COUNTY",9,59.713,18.305
"TEXAS",48,"ARCHER COUNTY",9,56.703,23.492
"UTAH",49,"DAGGETT COUNTY",9,63.752,18.183
"ARKANSAS",5,"BOONE COUNTY",9,62.203,18.943
"VERMONT",50,"ESSEX COUNTY",9,65.194,14.732
"VIRGINIA",51,"AMHERST COUNTY",9,66.708,13.942
"WASHINGTON",53,"CLALLAM COUNTY",9,73.145,12.295
"WEST VIRGINIA",54,"BROOKE COUNTY",9,57.248,18.739
"WISCONSIN",55,"BROWN COUNTY",9,68.704,14.155
"WYOMING",56,"CONVERSE COUNTY",9,50.807,22.478
"CALIFORNIA",6,"CALAVERAS COUNTY",9,68.598,14.08
"COLORADO",8,"BACA COUNTY",9,60.573,20.358
"CONNECTICUT",9,"NEW HAVEN COUNTY",9,74.123,8.794
"ALASKA",2,"FAIRBANKS NORTH STAR BOROUGH",90,69.617,14.342
"ALABAMA",1,"MARENGO COUNTY",91,64.683,10.313
"FLORIDA",12,"OKALOOSA COUNTY",91,69.588,15.757
"GEORGIA",13,"DODGE COUNTY",91,62.776,15.287
"ILLINOIS",17,"KANKAKEE COUNTY",91,68.459,13.731
"INDIANA",18,"LAPORTE COUNTY",91,67.099,13.691
"IOWA",19,"HUMBOLDT COUNTY",91,61.079,19.083
"KANSAS",20,"JOHNSON COUNTY",91,75.46,12.449
"KENTUCKY",21,"HANCOCK COUNTY",91,53.508,20.349
"LOUISIANA",22,"ST. HELENA PARISH",91,70.006,8.905
"MICHIGAN",26,"LENAWEE COUNTY",91,62.569,16.6
"MINNESOTA",27,"MARTIN COUNTY",91,64.693,16.617
"MISSISSIPPI",28,"MARION COUNTY",91,60.355,15.146
"MISSOURI",29,"HOWELL COUNTY",91,60.532,19.15
"MONTANA",30,"SHERIDAN COUNTY",91,64.855,17.26
"NEBRASKA",31,"HOOKER COUNTY",91,65.045,17.091
"NEW YORK",36,"SARATOGA COUNTY",91,74.095,11.677
"NORTH CAROLINA",37,"HERTFORD COUNTY",91,75.15,6.723
"NORTH DAKOTA",38,"STEELE COUNTY",91,69.379,13.993
"OHIO",39,"LOGAN COUNTY",91,62.266,17.803
"OKLAHOMA",40,"MCINTOSH COUNTY",91,62.551,17.976
"PENNSYLVANIA",42,"MONTGOMERY COUNTY",91,79.199,8.942
"SOUTH CAROLINA",45,"YORK COUNTY",91,66.315,12.839
"SOUTH DAKOTA",46,"MARSHALL COUNTY",91,67.224,14.644
"TENNESSEE",47,"JOHNSON COUNTY",91,55.625,21.232
"TEXAS",48,"COMAL COUNTY",91,62.668,19.242
"ARKANSAS",5,"MILLER COUNTY",91,63.87,15.919
"VIRGINIA",51,"HIGHLAND COUNTY",91,63.777,17.09
"WEST VIRGINIA",54,"TAYLOR COUNTY",91,57.961,20.615
"WISCONSIN",55,"PEPIN COUNTY",91,65.574,15.179
"CALIFORNIA",6,"SIERRA COUNTY",91,70.858,12.886
"COLORADO",8,"OURAY COUNTY",91,77.572,10.118
"ALABAMA",1,"MARION COUNTY",93,55.167,21.86
"FLORIDA",12,"OKEECHOBEE COUNTY",93,61.723,16.395
"GEORGIA",13,"DOOLY COUNTY",93,68.235,9.912
"ILLINOIS",17,"KENDALL COUNTY",93,72.09,12.078
"INDIANA",18,"LAWRENCE COUNTY",93,60.159,19.162
"IOWA",19,"IDA COUNTY",93,62.787,17.769
"KANSAS",20,"KEARNY COUNTY",93,63.056,16.985
"KENTUCKY",21,"HARDIN COUNTY",93,63.214,15.808
"LOUISIANA",22,"ST. JAMES PARISH",93,68.997,10.09
"MICHIGAN",26,"LIVINGSTON COUNTY",93,64.413,16.386
"MINNESOTA",27,"MEEKER COUNTY",93,63.174,17.104
"MISSISSIPPI",28,"MARSHALL COUNTY",93,68.037,10.047
"MISSOURI",29,"IRON COUNTY",93,60.74,17.974
"MONTANA",30,"SILVER BOW COUNTY",93,70.408,13.255
"NEBRASKA",31,"HOWARD COUNTY",93,62.612,18.281
"NEW YORK",36,"SCHENECTADY COUNTY",93,74.374,10.136
"NORTH CAROLINA",37,"HOKE COUNTY",93,72.088,9.662
"NORTH DAKOTA",38,"STUTSMAN COUNTY",93,60.746,18.952
"OHIO",39,"LORAIN COUNTY",93,65.097,15.175
"OKLAHOMA",40,"MAJOR COUNTY",93,57.593,22.928
"PENNSYLVANIA",42,"MONTOUR COUNTY",93,62.315,13.356
"SOUTH DAKOTA",46,"MEADE COUNTY",93,62.995,17.77
"TENNESSEE",47,"KNOX COUNTY",93,65.264,15.224
"TEXAS",48,"COMANCHE COUNTY",93,60.826,19.892
"ARKANSAS",5,"MISSISSIPPI COUNTY",93,70.093,10.944
"VIRGINIA",51,"ISLE OF WIGHT COUNTY",93,67.527,13.65
"WEST VIRGINIA",54,"TUCKER COUNTY",93,59.059,19.824
"WISCONSIN",55,"PIERCE COUNTY",93,68.581,14.424
"CALIFORNIA",6,"SISKIYOU COUNTY",93,73.244,12.423
"COLORADO",8,"PARK COUNTY",93,67.364,15.908
"ALABAMA",1,"MARSHALL COUNTY",95,57.655,22.513
"FLORIDA",12,"ORANGE COUNTY",95,70.244,10.392
"GEORGIA",13,"DOUGHERTY COUNTY",95,75.885,6.068
"ILLINOIS",17,"KNOX COUNTY",95,68.518,13.602
"INDIANA",18,"MADISON COUNTY",95,63.536,16.823
"IOWA",19,"IOWA COUNTY",95,65.381,15.883
"KANSAS",20,"KINGMAN COUNTY",95,60.388,20.248
"KENTUCKY",21,"HARLAN COUNTY",95,57.41,19.316
"LOUISIANA",22,"ST. JOHN THE BAPTIST PARISH",95,71.484,9.002
"MICHIGAN",26,"LUCE COUNTY",95,64.216,16.037
"MINNESOTA",27,"MILLE LACS COUNTY",95,67.391,15.474
"MISSISSIPPI",28,"MONROE COUNTY",95,61.948,14.591
"MISSOURI",29,"JACKSON COUNTY",95,72.99,9.474
"MONTANA",30,"STILLWATER COUNTY",95,65.235,17.188
"NEBRASKA",31,"JEFFERSON COUNTY",95,60.808,18.984
"NEW YORK",36,"SCHOHARIE COUNTY",95,68.104,14.413
"NORTH CAROLINA",37,"HYDE COUNTY",95,69.816,10.908
"NORTH DAKOTA",38,"TOWNER COUNTY",95,66.833,15.415
"OHIO",39,"LUCAS COUNTY",95,73.135,9.852
"OKLAHOMA",40,"MARSHALL COUNTY",95,65.11,16.748
"PENNSYLVANIA",42,"NORTHAMPTON COUNTY",95,69.126,13.186
"SOUTH DAKOTA",46,"MELLETTE COUNTY",95,67.795,12.976
"TENNESSEE",47,"LAKE COUNTY",95,58.903,15.528
"TEXAS",48,"CONCHO COUNTY",95,62.87,17.237
"ARKANSAS",5,"MONROE COUNTY",95,68.728,10.26
"VIRGINIA",51,"JAMES CITY COUNTY",95,72.345,12.314
"WEST VIRGINIA",54,"TYLER COUNTY",95,59.82,20.067
"WISCONSIN",55,"POLK COUNTY",95,65.411,15.851
"CALIFORNIA",6,"SOLANO COUNTY",95,72.345,9.58
"COLORADO",8,"PHILLIPS COUNTY",95,63.867,18.119
"ALABAMA",1,"MOBILE COUNTY",97,62.65,14.213
"FLORIDA",12,"OSCEOLA COUNTY",97,77.461,8.359
"GEORGIA",13,"DOUGLAS COUNTY",97,70.614,9.336
"ILLINOIS",17,"LAKE COUNTY",97,76.947,9.031
"INDIANA",18,"MARION COUNTY",97,68.919,11.735
"IOWA",19,"JACKSON COUNTY",97,64.249,15.755
"KANSAS",20,"KIOWA COUNTY",97,62.103,19.33
"KENTUCKY",21,"HARRISON COUNTY",97,59.619,17.926
"LOUISIANA",22,"ST. LANDRY PARISH",97,66.193,11.523
"MICHIGAN",26,"MACKINAC COUNTY",97,70.305,12.494
"MINNESOTA",27,"MORRISON COUNTY",97,63.315,17.732
"MISSISSIPPI",28,"MONTGOMERY COUNTY",97,64.294,12.264
"MISSOURI",29,"JASPER COUNTY",97,59.614,17.114
"MONTANA",30,"SWEET GRASS COUNTY",97,64.159,17.966
"NEBRASKA",31,"JOHNSON COUNTY",97,63.8,16.215
"NEW YORK",36,"SCHUYLER COUNTY",97,69.386,13.123
"NORTH CAROLINA",37,"IREDELL COUNTY",97,65.855,14.788
"NORTH DAKOTA",38,"TRAILL COUNTY",97,64.89,16.524
"OHIO",39,"MADISON COUNTY",97,58.703,18.912
"OKLAHOMA",40,"MAYES COUNTY",97,56.735,18.69
"PENNSYLVANIA",42,"NORTHUMBERLAND COUNTY",97,61.448,19.03
"SOUTH DAKOTA",46,"MINER COUNTY",97,63.786,16.715
"TENNESSEE",47,"LAUDERDALE COUNTY",97,63.751,12.425
"TEXAS",48,"COOKE COUNTY",97,62.444,18.771
"ARKANSAS",5,"MONTGOMERY COUNTY",97,59.802,19.873
"VIRGINIA",51,"KING AND QUEEN COUNTY",97,64.918,13.466
"WEST VIRGINIA",54,"UPSHUR COUNTY",97,63.218,17.651
"WISCONSIN",55,"PORTAGE COUNTY",97,69.199,13.278
"CALIFORNIA",6,"SONOMA COUNTY",97,77.761,8.87
"COLORADO",8,"PITKIN COUNTY",97,78.974,9.057
"ALABAMA",1,"MONROE COUNTY",99,63.042,12.479
"FLORIDA",12,"PALM BEACH COUNTY",99,77.954,7.988
"GEORGIA",13,"EARLY COUNTY",99,65.772,11.365
"ILLINOIS",17,"LASALLE COUNTY",99,67.926,14.862
"INDIANA",18,"MARSHALL COUNTY",99,64.4,16.622
"IOWA",19,"JASPER COUNTY",99,65.524,14.894
"KANSAS",20,"LABETTE COUNTY",99,65.351,15.988
"KENTUCKY",21,"HART COUNTY",99,60.59,16.973
"LOUISIANA",22,"ST. MARTIN PARISH",99,65.284,14.456
"MICHIGAN",26,"MACOMB COUNTY",99,66.774,14.151
"MINNESOTA",27,"MOWER COUNTY",99,72.085,12.297
"MISSISSIPPI",28,"NESHOBA COUNTY",99,65.067,13.993
"MISSOURI",29,"JEFFERSON COUNTY",99,60.97,18.115
"MONTANA",30,"TETON COUNTY",99,65.631,15.384
"NEBRASKA",31,"KEARNEY COUNTY",99,60.113,20.508
"NEW YORK",36,"SENECA COUNTY",99,68.13,12.392
"NORTH CAROLINA",37,"JACKSON COUNTY",99,72.212,13.088
"NORTH DAKOTA",38,"WALSH COUNTY",99,61.753,17.774
"OHIO",39,"MAHONING COUNTY",99,71.967,11.036
"OKLAHOMA",40,"MURRAY COUNTY",99,61.658,19.399
"PENNSYLVANIA",42,"PERRY COUNTY",99,60.315,17.79
"SOUTH DAKOTA",46,"MINNEHAHA COUNTY",99,71.921,12.165
"TENNESSEE",47,"LAWRENCE COUNTY",99,56.449,20.738
"TEXAS",48,"CORYELL COUNTY",99,70.057,13.52
"ARKANSAS",5,"NEVADA COUNTY",99,63.908,13.82
"VIRGINIA",51,"KING GEORGE COUNTY",99,67.117,14.563
"WEST VIRGINIA",54,"WAYNE COUNTY",99,58.543,19.599
"WISCONSIN",55,"PRICE COUNTY",99,66.446,14.878
"CALIFORNIA",6,"STANISLAUS COUNTY",99,70.16,12.625
"COLORADO",8,"PROWERS COUNTY",99,63.984,17.025
