"state","s_fips","county","c_fips","ttl_pop","male_pop","female_pop","med_age","male_med_age","female_med_age","white_pop","black_pop","native_pop","asian_pop","pacific_pop","other_race_pop","mult_race_pop","white_nonhisp_pop","hisp_ttl_pop","white_hisp_pop","black_hisp_pop","med_income"
"Kentucky",21,"Nelson County",179,45650,22785,22865,39.8,38.4,41.2,41726,2341,47,247,0,409,880,41252,985,474,16,60127
"Missouri",29,"Reynolds County",179,6290,3290,3000,46.5,44.7,47.5,5939,128,25,19,13,4,162,5896,50,43,0,40324
"Nebraska",31,"Wayne County",179,9332,4742,4590,32,31.3,33.4,8898,135,14,43,0,51,191,8392,557,506,0,56456
"North Carolina",37,"Union County",179,231053,113824,117229,38.2,37.5,38.8,187754,26454,551,6989,100,3909,5296,166677,25731,21077,492,80033
"Tennessee",47,"Washington County",179,127805,62285,65520,40.2,39.2,41.1,116464,5340,450,2137,4,756,2654,113269,4386,3195,245,48334
"Texas",48,"Gray County",179,22410,11819,10591,36.5,36.2,36.9,19089,1007,286,150,45,1212,621,14189,6498,4900,42,47952
"Virginia",51,"Stafford County",179,146773,74067,72706,35.5,34.3,36.6,98791,25929,466,4910,118,8601,7958,90361,19008,8430,666,111108
"Alaska",2,"Nome Census Area",180,9988,5262,4726,28.3,28.3,28.2,1555,95,7572,166,14,12,574,1464,274,91,12,61048
"Georgia",13,"Lincoln County",181,7856,3675,4181,47.1,46.1,47.5,5295,2433,4,0,2,47,75,5199,143,96,0,39742
"Illinois",17,"Union County",181,16968,8508,8460,43.7,42.8,44.8,15963,276,25,56,37,239,372,15452,880,511,3,50625
"Indiana",18,"White County",181,24149,12063,12086,42,41,43.3,21955,123,84,55,10,1518,404,21572,2021,383,9,54576
"Iowa",19,"Warren County",181,50076,24497,25579,38.3,37.4,39.3,48092,260,61,348,173,347,795,47171,1423,921,27,77048
"Kansas",20,"Sherman County",181,5938,3086,2852,39.3,36.7,42.2,5392,114,49,55,0,224,104,4965,722,427,72,54754
"Kentucky",21,"Nicholas County",181,7153,3439,3714,41.1,40.7,41.5,6872,114,18,0,0,41,108,6848,103,24,24,38149
"Missouri",29,"Ripley County",181,13567,6749,6818,42.3,41.5,43.6,13092,94,84,54,30,11,202,12895,197,197,0,34971
"Nebraska",31,"Webster County",181,3537,1787,1750,45.1,43.7,47,3375,10,32,0,13,17,90,3237,181,138,0,46188
"North Carolina",37,"Vance County",181,44479,20751,23728,40.9,37.8,42.6,18961,22166,651,319,25,1286,1071,17620,3466,1341,63,40529
"Tennessee",47,"Wayne County",181,16693,9172,7521,43,39.6,46.7,15258,1143,25,132,0,52,83,14974,348,284,0,41427
"Texas",48,"Grayson County",181,131014,63944,67070,39.9,38.9,41.1,113326,7182,1401,2080,12,2417,4596,98801,17577,14525,311,54815
"Virginia",51,"Surry County",181,6523,3154,3369,49.8,49.7,50,3454,2897,3,11,0,11,147,3432,41,22,0,57962
"Georgia",13,"Long County",183,18692,9457,9235,32.9,31.9,33.6,11937,4660,31,203,82,785,994,10821,2108,1116,21,54605
"Illinois",17,"Vermilion County",183,77563,38565,38998,40.4,38.5,42.4,63747,10920,202,759,24,549,1362,60675,3905,3072,83,46515
"Indiana",18,"Whitley County",183,33730,16755,16975,41.8,39.7,42.8,32666,137,117,145,0,35,630,32187,694,479,0,61741
"Iowa",19,"Washington County",183,22100,10964,11136,40.3,38.8,41.6,21043,172,58,132,4,392,299,20116,1363,927,0,62556
"Kansas",20,"Smith County",183,3627,1796,1831,51.4,50.9,51.8,3499,12,19,27,0,0,70,3434,81,65,0,43429
"Kentucky",21,"Ohio County",183,24071,11843,12228,40.3,39.7,41.1,23253,208,9,67,0,271,263,22689,835,564,0,45564
"Missouri",29,"St. Charles County",183,394290,193719,200571,38.6,37.4,39.8,353297,17468,641,10183,138,2416,10147,343580,12981,9717,161,84978
"Nebraska",31,"Wheeler County",183,783,413,370,49.4,47.8,50.4,776,0,0,2,0,3,2,759,20,17,0,51591
"North Carolina",37,"Wake County",183,1069079,519794,549285,36.2,35.3,37.1,698759,218151,3841,74284,437,42070,31537,641723,108379,57036,5798,80591
"Tennessee",47,"Weakley County",183,33510,16406,17104,38.6,37.1,40.3,29651,2831,148,84,21,291,484,29078,865,573,0,39937
"Texas",48,"Gregg County",183,123443,60105,63338,35.6,34,37.2,92086,24707,271,1586,130,1296,3367,70988,23100,21098,282,50180
"Virginia",51,"Sussex County",183,11377,6811,4566,41,37,47.9,4535,6288,0,146,0,87,321,4360,344,175,40,49487
"Georgia",13,"Lowndes County",185,115364,56144,59220,30.5,29.4,31.6,65740,42096,441,2011,172,2180,2724,62042,6535,3698,148,42441
"Illinois",17,"Wabash County",185,11546,5666,5880,43.8,42.2,44.9,11062,76,2,112,0,39,255,10839,308,223,0,50770
"Iowa",19,"Wayne County",185,6429,3168,3261,43.2,42.2,43.8,6250,19,24,6,0,29,101,6177,102,73,0,44768
"Alaska",2,"North Slope Borough",185,9792,5985,3807,35.2,38,31.1,3077,151,5017,534,189,72,752,3027,199,50,10,79306
"Kansas",20,"Stafford County",185,4181,2126,2055,44.1,41.7,45.6,3962,12,47,4,0,71,85,3486,558,476,0,49375
"Kentucky",21,"Oldham County",185,65967,34554,31413,38.9,38.5,39.5,60313,2437,134,1028,29,336,1690,58252,2613,2061,88,99128
"Missouri",29,"St. Clair County",185,9370,4655,4715,50.3,48.8,51.9,8955,68,88,36,0,10,213,8854,120,101,0,38870
"Nebraska",31,"York County",185,13745,6708,7037,39.9,38.2,41.4,13012,214,70,58,0,179,212,12443,709,569,0,60298
"North Carolina",37,"Warren County",185,19898,9884,10014,48,45.5,50.5,7900,10004,1117,104,34,281,458,7629,750,271,39,36466
"Tennessee",47,"White County",185,26800,13070,13730,43.2,41,44.6,25710,568,7,47,0,0,468,25053,690,657,0,41998
"Texas",48,"Grimes County",185,27984,15171,12813,40.4,40.1,41,21756,4244,137,55,0,1003,789,16371,6761,5385,80,52913
"Virginia",51,"Tazewell County",185,41603,20647,20956,45.2,42.9,47.3,39273,1336,104,255,32,123,480,39081,424,192,50,42099
"Missouri",29,"Ste. Genevieve County",186,17848,9050,8798,43.3,42.8,43.8,17257,350,0,102,0,27,112,17073,211,184,0,60129
"Georgia",13,"Lumpkin County",187,32402,15737,16665,37,35.2,38.3,30546,672,91,267,46,367,413,29344,1569,1202,12,51790
"Illinois",17,"Warren County",187,17146,8169,8977,39.8,39.1,40.9,15107,501,38,429,0,874,197,14268,1640,839,3,50310
"Iowa",19,"Webster County",187,36545,18874,17671,39,36.3,42.5,33123,1727,119,501,5,421,649,31849,1838,1274,20,47466
"Kansas",20,"Stanton County",187,2052,1010,1042,35.3,33.5,36.3,1993,0,3,0,0,5,51,1183,833,810,0,52054
"Kentucky",21,"Owen County",187,10796,5368,5428,42.8,43.1,42.6,10668,62,17,0,13,0,36,10627,41,41,0,48801
"Missouri",29,"St. Francois County",187,66643,35826,30817,39.4,37.7,41.6,61886,2960,265,344,13,160,1015,61158,1049,728,37,46466
"North Carolina",37,"Washington County",187,11922,5591,6331,46.1,43.9,48.4,5450,5658,30,26,0,230,528,5290,622,160,0,35979
"Tennessee",47,"Williamson County",187,225389,110242,115147,39.1,38.5,39.7,200077,9281,227,9495,60,958,5291,190642,10748,9435,42,112962
"Texas",48,"Guadalupe County",187,158966,78619,80347,37,36.1,38.1,116778,13085,524,2720,377,20444,5038,80056,60278,36722,1030,74496
"Virginia",51,"Warren County",187,39492,19657,19835,41.3,40.3,42.2,35138,1702,71,444,0,756,1381,34266,1811,872,33,69116
"Alaska",2,"Northwest Arctic Borough",188,7715,4189,3526,27.8,28.5,26.6,870,94,6343,77,8,37,286,831,112,39,11,60906
"Georgia",13,"McDuffie County",189,21455,9827,11628,37.7,37.5,38,11585,8561,0,95,264,532,418,11483,656,102,0,43468
"Illinois",17,"Washington County",189,14058,7068,6990,43.9,42.6,44.7,13594,121,18,41,7,90,187,13495,203,99,0,61763
"Iowa",19,"Winnebago County",189,10534,5188,5346,41.8,40.1,43.9,9993,181,34,134,0,76,116,9635,489,358,12,49870
"Kansas",20,"Stevens County",189,5603,2837,2766,35.1,34.7,35.2,4840,43,22,18,0,454,226,3393,2040,1447,0,57806
"Kentucky",21,"Owsley County",189,4442,2018,2424,43.4,39.6,46.2,4150,243,0,7,0,42,0,4150,0,0,0,30284
"Missouri",29,"St. Louis County",189,996919,472970,523949,40.3,38.2,42.3,677308,240884,1621,42911,367,9348,24480,658354,28834,18954,756,67420
"North Carolina",37,"Watauga County",189,54925,27313,27612,31.9,30.5,33.2,51539,967,383,651,53,539,793,50357,2009,1182,13,47526
"Tennessee",47,"Wilson County",189,136666,67205,69461,40.4,39.4,41.1,119957,9757,466,2256,27,1929,2274,116124,5784,3833,22,75991
"Texas",48,"Hale County",189,33826,17635,16191,33.4,32.5,34.5,29018,1706,235,104,6,1207,1550,11443,20109,17575,171,48384
"Alabama",1,"Cherokee County",19,25903,12777,13126,46.5,45.6,47,24052,1191,280,64,0,91,225,23759,413,293,0,41919
"Florida",12,"Clay County",19,211405,104304,107101,39.7,38.3,40.6,167504,23291,240,5896,102,4823,9549,153772,21002,13732,1553,65740
"Georgia",13,"Berrien County",19,19152,9384,9768,39.6,38.4,40.5,15904,2247,103,212,0,359,327,15671,971,233,217,40415
"Idaho",16,"Bonneville County",19,114392,57322,57070,32.9,32,33.5,102331,583,512,1169,127,6523,3147,94977,14916,7354,75,60615
"Illinois",17,"Champaign County",19,209922,104627,105295,30.1,28.8,31.7,150820,28283,348,22579,179,2137,5576,140989,12518,9831,267,52797
"Indiana",18,"Clark County",19,116507,56860,59647,39.1,37.8,40.5,102002,7854,215,1263,13,1064,4096,96942,6264,5060,60,55630
"Iowa",19,"Buchanan County",19,21118,10432,10686,39.1,38.5,40,20564,36,78,54,0,2,384,20295,333,269,0,64837
"Kansas",20,"Chautauqua County",19,3323,1747,1576,47.9,43,51,2938,18,131,10,0,8,218,2858,128,80,0,40298
"Kentucky",21,"Boyd County",19,47682,23854,23828,42.3,40.6,44.5,44852,1096,30,142,14,336,1212,44393,866,459,2,48308
"Louisiana",22,"Calcasieu Parish",19,201619,98398,103221,36.1,34.9,37,141058,50148,636,2842,13,2045,4877,135937,7279,5121,136,51148
"Maine",23,"Penobscot County",19,151774,75235,76539,42,40.3,43.6,143465,1291,1910,1492,58,462,3096,142101,2061,1364,44,50808
"Maryland",24,"Dorchester County",19,32138,15177,16961,44.6,43.5,46,21065,8549,20,354,0,409,1741,20206,1815,859,262,52917
"Massachusetts",25,"Nantucket County",19,11168,5720,5448,40.3,39.5,41.3,9748,871,32,71,7,95,344,9513,465,235,135,107717
"Michigan",26,"Benzie County",19,17615,8750,8865,50.2,48.8,51.3,16863,32,304,76,10,10,320,16516,441,347,0,57974
"Minnesota",27,"Carver County",19,101949,50618,51331,37.9,37,38.5,93751,1864,217,2893,11,715,2498,90564,4272,3187,84,101496
"Mississippi",28,"Choctaw County",19,8277,4158,4119,44,41.4,46.1,5611,2566,34,2,8,13,43,5577,49,34,2,36777
"Missouri",29,"Boone County",19,177651,86335,91316,31.2,30.6,31.9,144228,15952,600,7880,162,1681,7148,140135,6086,4093,17,55328
"Montana",30,"Daniels County",19,1730,925,805,49.2,44.4,54.2,1655,0,55,14,0,0,6,1609,46,46,0,57440
"Nebraska",31,"Buffalo County",19,49209,24601,24608,33.5,32.8,34.3,45150,492,105,643,8,1843,968,42822,4429,2328,60,59431
"Nevada",32,"Lyon County",19,54380,27450,26930,43.7,43.5,43.9,46265,458,1467,707,93,3193,2197,40722,9306,5543,56,56875
"New Hampshire",33,"Sullivan County",19,43104,21432,21672,46.3,45.1,47.7,41511,341,144,345,0,37,726,40952,674,559,59,61312
"New Jersey",34,"Hunterdon County",19,124823,62104,62719,46.3,44.8,47.4,113022,3268,97,5145,47,1329,1915,106763,8166,6259,273,115379
"New Mexico",35,"Guadalupe County",19,4353,2556,1797,43.1,39.7,50.6,3395,34,254,9,0,530,131,844,3217,2551,9,24798
"New York",36,"Clinton County",19,80583,41257,39326,39.5,38.7,40.7,73237,3447,221,1133,15,1407,1123,72468,2344,769,169,56365
"North Carolina",37,"Brunswick County",19,131815,63419,68396,53.8,52.4,55,110980,12864,907,766,9,3084,3205,107968,6339,3012,110,58236
"North Dakota",38,"Cavalier County",19,3803,1948,1855,49.5,47.6,51.1,3609,2,55,0,0,68,69,3608,68,1,0,64798
"Ohio",39,"Carroll County",19,27332,13743,13589,45.5,44.8,46.4,27126,72,8,9,0,22,95,26789,359,337,0,55267
"Arizona",4,"Pima County",19,1027207,505666,521541,38.5,36.8,40.4,781004,36581,39914,30011,1653,87891,50153,531408,382585,249596,3102,53379
"Oklahoma",40,"Carter County",19,48319,23642,24677,38.2,36.8,39.7,36059,3141,3763,598,23,560,4175,33831,3520,2228,0,51419
"Oregon",41,"Douglas County",19,109114,53868,55246,47.1,45.6,48.8,100807,462,1221,1078,99,665,4782,95842,6337,4965,0,47267
"Pennsylvania",42,"Butler County",19,186899,92531,94368,43.3,42,44.8,179098,1821,83,2336,25,394,3142,176984,2790,2114,131,70668
"South Carolina",45,"Charleston County",19,401165,194314,206851,37.8,36.5,39.3,273817,107239,751,6052,269,4760,8277,258868,20591,14949,790,64022
"South Dakota",46,"Butte County",19,10225,5213,5012,40.1,38.6,42.4,9579,68,337,12,0,48,181,9325,371,254,0,46508
"Tennessee",47,"Carter County",19,56433,27576,28857,45.4,43.9,47.1,54369,967,223,254,27,118,475,53491,1055,878,10,38092
"Texas",48,"Bandera County",19,22215,11192,11023,52.2,50.8,53,19990,154,262,62,0,288,1459,17289,4175,2701,0,58661
"Utah",49,"Grand County",19,9640,4934,4706,40.2,38.7,40.6,8935,31,338,155,54,0,127,7941,994,994,0,51557
"Arkansas",5,"Clark County",19,22386,10506,11880,33.7,31.5,35.2,15720,5434,80,156,7,703,286,15377,1059,343,8,41620
"Vermont",50,"Orleans County",19,26901,13512,13389,45.8,44.5,47.2,25925,150,118,77,8,76,547,25575,405,350,0,49168
"Virginia",51,"Bedford County",19,78376,38462,39914,46.3,45.5,47,70090,5384,42,943,10,283,1624,68746,1720,1344,0,64199
"Washington",53,"Ferry County",19,7578,3821,3757,50.3,49.1,51.4,5789,11,994,53,20,57,654,5548,359,241,1,41939
"West Virginia",54,"Fayette County",19,43576,21916,21660,44.3,42.8,45.6,40722,2274,146,24,25,42,343,40285,505,437,0,41394
"Wisconsin",55,"Clark County",19,34579,17489,17090,37.4,36.8,38.3,33359,164,78,138,1,332,507,32179,1622,1180,66,54012
"Wyoming",56,"Johnson County",19,8487,4435,4052,45.4,44.8,46.3,7938,49,364,0,0,34,102,7762,232,176,0,58132
"California",6,"Fresno County",19,984521,491146,493375,32.2,31.3,33.1,639985,46782,11656,101857,1620,142237,40384,289650,522364,350335,2573,53969
"Colorado",8,"Clear Creek County",19,9495,4778,4717,48.1,47.8,48.4,8947,114,28,91,14,1,300,8422,662,525,11,67060
"Georgia",13,"McIntosh County",191,14174,7128,7046,49.4,48.8,50.8,8826,5036,14,189,18,0,91,8802,40,24,16,49504
"Illinois",17,"Wayne County",191,16402,8110,8292,43.4,42.3,44.2,15849,248,30,42,0,29,204,15777,102,72,0,50251
"Iowa",19,"Winneshiek County",191,20262,10058,10204,41.5,40.7,42.3,19593,308,12,132,0,116,101,19251,455,342,0,65263
"Kansas",20,"Sumner County",191,23114,11557,11557,41.2,39.4,42.5,21726,237,316,150,0,124,561,20704,1252,1022,16,55000
"Kentucky",21,"Pendleton County",191,14572,7422,7150,40.6,39.5,42.2,14130,157,7,83,54,14,127,14000,198,130,0,54375
"North Carolina",37,"Wayne County",191,123603,60358,63245,37.8,35.3,40.5,78721,37666,375,1488,53,1386,3914,66033,14525,12688,157,44416
"Texas",48,"Hall County",191,3048,1534,1514,44.6,40.2,47.3,2376,197,35,8,0,309,123,1695,1060,681,9,34673
"Virginia",51,"Washington County",191,54071,26584,27487,46.3,44.9,47.3,51972,750,80,305,12,208,744,51546,821,426,50,48495
"Georgia",13,"Macon County",193,13305,7262,6043,40.3,37.2,43.6,4558,8178,0,52,1,393,123,4302,571,256,0,32161
"Illinois",17,"White County",193,13868,6785,7083,44.3,42.3,45.6,13527,97,28,106,11,18,81,13348,202,179,0,49290
"Iowa",19,"Woodbury County",193,102586,50762,51824,35.8,34.6,37,87959,3706,2010,2908,326,2112,3565,74850,17049,13109,395,59224
"Kansas",20,"Thomas County",193,7810,3773,4037,36,35,36.8,7328,177,28,72,0,120,85,7032,510,296,10,60124
"Kentucky",21,"Perry County",193,26624,13179,13445,41.2,39.6,42.7,25529,495,10,229,82,34,245,25342,278,187,0,33640
"North Carolina",37,"Wilkes County",193,68469,33733,34736,44.9,43.6,46.1,62347,2712,217,398,188,1381,1226,59738,4475,2609,77,44107
"Texas",48,"Hamilton County",193,8332,4164,4168,45.8,44.2,48.2,7939,66,120,0,0,98,109,7003,1062,936,0,50825
"Virginia",51,"Westmoreland County",193,17751,8793,8958,48.6,45.7,50.2,12054,4598,91,129,1,439,439,11346,1147,708,0,53853
"Georgia",13,"Madison County",195,29218,14346,14872,41.1,41.1,41.1,24637,3108,110,112,0,935,316,23914,1595,723,0,52500
"Illinois",17,"Whiteside County",195,56016,27705,28311,43.4,42.1,44.5,52852,936,112,341,56,579,1140,47374,6723,5478,75,54232
"Iowa",19,"Worth County",195,7445,3755,3690,43.9,43.1,45.6,7184,121,4,25,1,20,90,7018,222,166,6,57130
"Alaska",2,"Petersburg Census Area",195,3257,1723,1534,42.8,39.7,45.7,2480,33,253,153,19,12,307,2133,381,347,0,69948
"Kansas",20,"Trego County",195,2840,1422,1418,49.4,46.3,51.1,2753,3,2,48,0,8,26,2700,61,53,0,57966
"Kentucky",21,"Pike County",195,59497,28874,30623,42.5,40.8,44.1,58027,530,85,331,24,56,444,57651,571,376,6,34856
"Missouri",29,"Saline County",195,22976,11569,11407,37.9,37.4,38.7,19851,1150,57,187,244,812,675,18442,2341,1409,50,44720
"North Carolina",37,"Wilson County",195,81435,38537,42898,40.5,38.6,41.9,41323,32275,527,675,0,4607,2028,38248,8430,3075,463,43877
"Texas",48,"Hansford County",195,5520,2817,2703,35.1,31.6,36.2,5055,17,8,4,0,382,54,2849,2650,2206,12,38000
"Virginia",51,"Wise County",195,38486,20173,18313,41.4,39.5,43.9,35448,2112,43,156,19,61,647,35201,477,247,77,38888
"Georgia",13,"Marion County",197,8432,4031,4401,44.6,45.8,43.3,5191,2602,14,77,52,387,109,4994,614,197,34,44643
"Illinois",17,"Will County",197,689315,342031,347284,37.9,36.8,39.1,506424,77941,2071,37809,229,44121,20720,438965,119765,67459,1355,86961
"Iowa",19,"Wright County",197,12739,6434,6305,43.5,42.3,44.5,11901,49,3,67,0,518,201,10880,1541,1021,0,53333
"Kansas",20,"Wabaunsee County",197,6889,3490,3399,43.8,42.8,44.5,6537,37,43,88,4,34,146,6349,265,188,0,61178
"Kentucky",21,"Powell County",197,12304,6033,6271,38.6,38.4,39.1,11920,44,77,74,6,28,155,11780,206,140,0,37469
"Missouri",29,"Schuyler County",197,4555,2237,2318,40.1,39,41.1,4419,21,0,12,0,4,99,4414,76,5,0,42694
"North Carolina",37,"Yadkin County",197,37602,18625,18977,44.4,42.7,45.8,34639,1320,148,23,28,788,656,31691,4163,2948,77,44682
"Texas",48,"Hardeman County",197,3945,1918,2027,43.5,40.8,44,3469,232,45,0,0,108,91,2828,749,641,0,41859
"Virginia",51,"Wythe County",197,28844,14090,14754,45.3,44.4,46.3,27375,837,63,129,0,40,400,27055,361,320,0,49364
"Alaska",2,"Prince of Wales-Hyder Census Area",198,6407,3478,2929,41.3,42.6,40.6,3056,29,2510,91,40,21,660,2900,247,156,0,52379
"Georgia",13,"Meriwether County",199,21106,10234,10872,42.3,40.8,44.5,12102,8426,20,52,0,307,199,11893,464,209,38,37121
"Illinois",17,"Williamson County",199,67102,33474,33628,41.2,40.3,42.3,60881,2874,154,785,21,666,1721,60188,1771,693,125,50734
"Kansas",20,"Wallace County",199,1574,768,806,41.8,41.2,42.3,1480,3,0,6,0,32,53,1441,74,39,0,63269
"Kentucky",21,"Pulaski County",199,64350,31316,33034,42,41.3,42.9,61976,572,204,529,0,229,840,60638,1603,1338,11,39998
"Missouri",29,"Scotland County",199,4902,2426,2476,37.3,34.7,39.5,4866,0,5,0,0,0,31,4866,0,0,0,50085
"North Carolina",37,"Yancey County",199,17760,8701,9059,47.6,45.9,49,17083,119,95,50,3,157,253,16427,917,656,0,42222
"Texas",48,"Hardin County",199,56765,27374,29391,39.2,38.7,39.9,51841,3279,163,351,0,356,775,49096,3230,2745,126,60339
"Virginia",51,"York County",199,67982,33376,34606,39.6,38.7,41,50604,9034,180,3833,227,969,3135,48071,4372,2533,299,92069
"Alaska",2,"Anchorage Municipality",20,293531,149670,143861,33.6,32.7,34.6,183741,16341,23241,28276,7187,6910,27835,169960,26927,13781,855,84928
"Georgia",13,"Miller County",201,5787,2806,2981,43.5,40.8,44.8,3940,1765,33,0,17,0,32,3934,25,6,11,44542
"Illinois",17,"Winnebago County",201,284819,139039,145780,39.7,38.4,40.8,224363,36935,831,7530,44,5656,9460,196571,36371,27792,1098,54489
"Kansas",20,"Washington County",201,5493,2807,2686,45.4,43.9,47.5,5389,9,3,8,0,50,34,5259,197,130,3,50588
"Kentucky",21,"Robertson County",201,2123,981,1142,42.9,48.2,40,2085,38,0,0,0,0,0,1994,91,91,0,41902
"Missouri",29,"Scott County",201,38633,18685,19948,40,37.7,41.9,32934,4494,144,160,0,198,703,32159,893,775,0,44139
"Texas",48,"Harris County",201,4646630,2309012,2337618,33.5,32.8,34.2,2905947,884292,19269,324288,3104,396777,112953,1374905,1995115,1531042,21248,61705
"Illinois",17,"Woodford County",203,38700,19355,19345,40.5,40.1,41.2,37472,254,21,200,0,103,650,36957,707,515,20,72808
"Kansas",20,"Wichita County",203,2130,999,1131,42.3,44.9,41.5,1896,20,19,14,0,152,29,1315,750,581,0,57978
"Kentucky",21,"Rockcastle County",203,16820,8155,8665,42.7,41.7,43.1,16489,26,202,23,0,1,79,16346,156,143,0,35720
"Missouri",29,"Shannon County",203,8217,4016,4201,45.8,43.8,46.6,7862,14,14,0,0,0,327,7713,154,149,0,34265
"Texas",48,"Harrison County",203,66580,32338,34242,38.7,37.9,39.5,49704,13760,205,528,14,1020,1349,42336,8727,7368,0,52220
"Georgia",13,"Mitchell County",205,22244,11535,10709,39,37.1,41.5,10929,10342,76,44,12,200,641,10199,1019,730,30,38116
"Kansas",20,"Wilson County",205,8688,4261,4427,43.7,42,46.7,8222,40,43,1,3,6,373,7995,279,227,0,48341
"Kentucky",21,"Rowan County",205,24507,11806,12701,30.6,30.1,31.9,23515,375,53,196,0,44,324,23163,421,352,0,38230
"Missouri",29,"Shelby County",205,6013,3025,2988,42.3,40.1,44.5,5765,97,13,16,0,39,83,5725,103,40,0,44083
"Texas",48,"Hartley County",205,5669,3346,2323,38.1,38.5,37.5,4808,425,20,82,0,106,228,3400,1515,1408,5,58298
"Georgia",13,"Monroe County",207,27171,13586,13585,42.9,40.8,44.9,20035,6304,41,247,0,279,265,19674,631,361,0,54754
"Kansas",20,"Woodson County",207,3157,1606,1551,47.4,45.7,49.7,2930,14,34,0,0,8,171,2926,12,4,0,39643
"Kentucky",21,"Russell County",207,17778,8648,9130,43.3,42,44.5,16823,54,4,142,0,497,258,16619,672,204,0,38390
"Missouri",29,"Stoddard County",207,29377,14277,15100,41.4,40.4,42.7,28474,437,6,3,0,32,425,28022,514,452,0,41062
"Texas",48,"Haskell County",207,5726,2964,2762,43.5,42.2,46.1,5114,228,27,16,0,221,120,3702,1636,1412,11,40313
"Georgia",13,"Montgomery County",209,9058,4642,4416,40,38.3,41.9,6053,2392,0,16,0,477,120,5918,597,135,60,41996
"Kansas",20,"Wyandotte County",209,164861,81809,83052,33.7,32.9,34.7,96974,36685,806,7557,354,14911,7574,67390,47625,29584,891,46881
